PaperID,Title,Year,Abstract,DOI
49a9a7363858a821ce824f57ae8b3efa675372a3,Permanent magnet vernier machine: a review,2019,"Permanent magnet vernier machines (PMVMs) gained a lot of interest over the past couple of decades. This is mainly due to their high torque density enabled by the magnetic gearing effect. This study will provide a thorough review of recent advances in PMVMs. This review will cover the principle of operation and nature of magnetic gearing in PMVMs, and a better understanding of novel PMVM topologies using different winding configuration as well as different modulation poles and rotor structures. Detailed discussions on the choice of gear ratio, slot-pole combinations, design optimisation and role of advanced materials in PMVMs will be presented. This will provide an update on the current state-of-the art as well as future areas of research. Furthermore, the power factor issue, fault tolerance as well as cost reduction will be discussed highlighting the gap between the current state-of-the art and what is needed in practical applications.",10.1049/IET-EPA.2018.5474
927d7b49cafc6a856e9d41ae0e66424a21c81a31,Permanent Magnet Vernier Machines: A Review,2018,"Permanent-magnet Vernier machines (PMVMs) gained a lot of interest over the past couple of decades. This is mainly due to their high torque density enabled by magnetic gearing effect. This paper will provide a thorough review of recent advances in PMVMs. This review will cover principle of operation and nature of magnetic gearing in PMVMs, and better understanding of novel PMVMs topologies using different winding configuration as well as different modulation poles and rotor structures. Detailed discussions on choice of gear ratio/slot-pole combinations, design optimization and role of advanced materials in PMVMs will be presented. This will provide an update on the current state of the art as well as future areas of research. Furthermore, design issues, fault tolerance as well as cost reduction will be discussed highlighting the gap between the current state of the art and what is needed in practical applications.",10.1109/ICELMACH.2018.8507194
a766e4ae21d21e3ae16c40c9c6c7c9b396c8f769,Location of generating units most affecting the angular stability of the power system based on the analysis of instantaneous power waveforms,2023,"the paper, the results of investigations on",10.24425/ACS.2020.133500
ad321149076b26ae9b23521cd04f0c9436f100ce,Design static VAR compensator controller using artificial neural network optimized by modify Grey Wolf Optimization,2015,This paper introduce a novel design of the static VAR compensator (SVC) controller for damping power system oscillations. A multi layer neural network model tuned by Grey Wolf Optimization algorithm (GWO) is investigated and presented. GWO search algorithm is used to optimized all the connection of weights and biases for the artificial neural network. The proposed approach depends up on the expected wide range of the effective operating conditions of the SVC. Modification is introduced in the proposed optimizer exploration-exploitation balance to enhance its rate of convergence over the original algorithm. The robustness of the proposed controller successfully testing for damping oscillations of two-axis nonlinear single machine infinite bus system. A comparative study for the controller based the classical PI controller have been presented.,10.1109/IJCNN.2015.7280704
bc291d55606ed79f1bab48b35d1ce83b406c17db,A review on speech processing using machine learning paradigm,2021,,10.1007/s10772-021-09808-0
8daca718703f71dc1772d911b1cabdbee3a86f7d,Fuzzy-based algorithm for Fongbe continuous speech segmentation,2017,,10.1007/s10044-016-0591-6
eec878d2f940d79408e2a3d6e20bdc7d20c2f0c5,Adaptive decision-level fusion for Fongbe phoneme classification using fuzzy logic and Deep Belief Networks,2015,"In this paper, we compare three approaches for decision fusion in a phoneme classification problem. We especially deal with decision-level fusion from Naive Bayes and Learning Vector Quantization (LVQ) classifiers that were trained and tested by three speech analysis techniques: Mel-frequency Cepstral Coefficients (MFCC), Relative Spectral Transform - Perceptual Linear Prediction (Rasta-PLP) and Perceptual Linear Prediction (PLP). Optimal decision making is performed with the non-parametric and parametric methods. We investigated the performance of both decision methods with a third proposed approach using fuzzy logic. The work discusses the classification of an African language phoneme namely Fongbe language and all experiments were performed on its dataset. After classification and the decision fusion, the overall decision fusion performance is obtained on test data with the proposed approach using fuzzy logic whose classification accuracies are 95,54% for consonants and 83,97% for vowels despite the lower execution time of Deep Belief Networks.",10.5220/0005536100150024
8acccb75195a265961aa11ff2de5843103be764c,Speech Phoneme Classification by Intelligent Decision-Level Fusion,2015,,10.1007/978-3-319-31898-1_4
0003975c67dc6e9f0c405cd4dd072b04b684b742,Support Vector Machines for Visualization and Dimensionality Reduction,2008,,10.1007/978-3-540-87536-9_36
03874e05c356223ba0362bc5483e2dbaba8f3202,Understanding Support Vector Machines with Polynomial Kernels,2019,"Interpreting models learned by a support vector machine (SVM) is often difficult, if not impossible, due to working in high-dimensional spaces. In this paper, we present an investigation into polynomial kernels for the SVM. We show that the models learned by these machines are constructed from terms related to the statistical moments of the support vectors. This allows us to deepen our understanding of the internal workings of these models and, for example, gauge the importance of combinations of features. We also discuss how the SVM with a quadratic kernel is related to the likelihood-ratio test for normally distributed populations.",10.23919/EUSIPCO.2019.8903042
56e803a517d8cd7fd9f1474ad54dc926533ec38f,Multidimensional Data Visualization Based on the Minimum Distance Between Convex Hulls of Classes,2018,,10.1134/S1054661818040247
8962505574f752c9b82ee243bceabf4753bfe717,A novel representation in three-dimensions for high dimensional data sets,2018,,10.1016/J.DATAK.2018.07.001
87c198f86bc6eaa9439d309904081ac294382abb,"Constructing Interactive Visual Classification, Clustering and Dimension Reduction Models for n-D Data",2017,"Abstract: The exploration of multidimensional datasets of all possible sizes and dimensions is a long-standing challenge in knowledge discovery, machine learning, and visualization. While multiple efficient visualization methods for n-D data analysis exist, the loss of information, occlusion, and clutter continue to be a challenge. This paper proposes and explores a new interactive method for visual discovery of n-D relations for supervised learning. The method includes automatic, interactive, and combined algorithms for discovering linear relations, dimension reduction, and generalization for non-linear relations. This method is a special category of reversible General Line Coordinates (GLC). It produces graphs in 2-D that represent n-D points losslessly, i.e., allowing the restoration of n-D data from the graphs. The projections of graphs are used for classification. The method is illustrated by solving machine-learning classification and dimension-reduction tasks from the domains of image processing, computer-aided medical diagnostics, and finance. Experiments conducted on several datasets show that this visual interactive method can compete in accuracy with analytical machine learning algorithms.",10.3390/informatics4030023
e1b372337eb0606ab883cf4a290004c7d7471781,Prediction-oriented dimensionality reduction of industrial data sets,2011,,10.1007/978-3-642-21822-4_24
4683f3b5aa7c23b3ac9fbe312ef29a4f44c8bb1b,Data Mining of Agricultural Yield Data: A Comparison of Regression Models,2009,,10.1007/978-3-642-03067-3_3
181e892fa1207461e93a953c05e0395223345b10,Compressed Bayesian Federated Learning for Reliable Passive Radio Sensing in Industrial IoT,2024,"Bayesian Federated Learning (FL) has been recently introduced to provide well-calibrated Machine Learning (ML) models quantifying the uncertainty of their predictions. Despite their advantages compared to frequentist FL setups, Bayesian FL tools implemented over decentralized networks are subject to high communication costs due to the iterated exchange of local posterior distributions among cooperating devices. Therefore, this paper proposes a communication-efficient decentralized Bayesian FL policy to reduce the communication overhead without sacrificing final learning accuracy and calibration. The proposed method integrates compression policies and allows devices to perform multiple optimization steps before sending the local posterior distributions. We integrate the developed tool in an Industrial Internet of Things (IIoT) use case where collaborating nodes equipped with autonomous radar sensors are tasked to reliably localize human operators in a workplace shared with robots. Numerical results show that the developed approach obtains highly accurate yet well-calibrated ML models compatible with the ones provided by conventional (uncompressed) Bayesian FL tools while substantially decreasing the communication overhead (i.e., up to 99%). Furthermore, the proposed approach is advantageous when compared with state-of-the-art compressed frequentist FL setups in terms of calibration, especially when the statistical distribution of the testing dataset changes.",10.1109/CAI59869.2024.00071
914968d3df158691e8eae81da1e4b8086ddac91d,Client Selection for Federated Bayesian Learning,2022,"Distributed Stein Variational Gradient Descent (DSVGD) is a non-parametric distributed learning framework for federated Bayesian learning, where multiple clients jointly train a machine learning model by communicating a number of non-random and interacting particles with the server. Since communication resources are limited, selecting the clients with most informative local learning updates can improve the model convergence and communication efficiency. In this paper, we propose two selection schemes for DSVGD based on Kernelized Stein Discrepancy (KSD) and Hilbert Inner Product (HIP). We derive the upper bound on the decrease of the global free energy per iteration for both schemes, which is then minimized to speed up the model convergence. We evaluate and compare our schemes with conventional schemes in terms of model accuracy, convergence speed, and stability using various learning tasks and datasets.",10.1109/JSAC.2023.3242720
87cbb87d3d4f623280c87a7677e984be7b98f2f2,Federated Averaging Langevin Dynamics: Toward a unified theory and new algorithms,2022,"This paper focuses on Bayesian inference in a federated learning context (FL). While several distributed MCMC algorithms have been proposed, few consider the specific limitations of FL such as communication bottlenecks and statistical heterogeneity. Recently, Federated Averaging Langevin Dynamics (FALD) was introduced, which extends the Federated Averaging algorithm to Bayesian inference. We obtain a novel tight non-asymptotic upper bound on the Wasserstein distance to the global posterior for FALD. This bound highlights the effects of statistical heterogeneity, which causes a drift in the local updates that negatively impacts convergence. We propose a new algorithm VR-FALD* that uses control variates to correct the client drift. We establish non-asymptotic bounds showing that VR-FALD* is not affected by statistical heterogeneity. Finally, we illustrate our results on several FL benchmarks for Bayesian inference.",10.48550/arXiv.2211.00100
cc40bf6fdb7047912277051b9ec9d55f0c6d110d,Channel-Driven Decentralized Bayesian Federated Learning for Trustworthy Decision Making in D2D Networks,2022,"Bayesian Federated Learning (FL) offers a principled framework to account for the uncertainty caused by limitations in the data available at the nodes implementing collaborative training. In Bayesian FL, nodes exchange information about local posterior distributions over the model parameters space. This paper focuses on Bayesian FL implemented in a Device-to-Device (D2D) network via Decentralized Stochastic Gradient Langevin Dynamics (DSGLD), a recently introduced gradient-based Markov Chain Monte Carlo (MCMC) method. Based on the observation that DSGLD applies random Gaussian perturbations to the model parameters, we propose to leverage channel noise on the D2D links as a mechanism for MCMC sampling. The proposed approach is compared against a conventional implementation of frequentist FL based on compression and digital transmission, highlighting advantages and limitations.",10.1109/ICASSP49357.2023.10095158
a47326d7996def2cd015c4d2558b63073bb6846d,Low-Precision Stochastic Gradient Langevin Dynamics,2022,"While low-precision optimization has been widely used to accelerate deep learning, low-precision sampling remains largely unexplored. As a consequence, sampling is simply infeasible in many large-scale scenarios, despite providing remarkable benefits to generalization and uncertainty estimation for neural networks. In this paper, we provide the first study of low-precision Stochastic Gradient Langevin Dynamics (SGLD), showing that its costs can be significantly reduced without sacrificing performance, due to its intrinsic ability to handle system noise. We prove that the convergence of low-precision SGLD with full-precision gradient accumulators is less affected by the quantization error than its SGD counterpart in the strongly convex setting. To further enable low-precision gradient accumulators, we develop a new quantization function for SGLD that preserves the variance in each update step. We demonstrate that low-precision SGLD achieves comparable performance to full-precision SGLD with only 8 bits on a variety of deep learning tasks.",10.48550/arXiv.2206.09909
